District IRN,District Name,County,Region,Address,"City, State, Zip",Phone,Superintendent,Enrollment 2016-2017,Letter Grade of Achievement Component,Letter Grade of Percent Standards,Gifted Indicator Met/Not Met Status,Percent of Standards Met,Letter Grade of Performance Index,Performance Index Percent,Letter Grade of AMO,AMO Points,Letter Grade of K3 Literacy,K3 Literacy Percent,Letter Grade of Progress Component,Letter Grade of Overall Value Added,Overall Value Added Gain Index,Letter Grade of Gifted Value Added,Gifted Value Added Gain Index,Letter Grade of Students with Disabilities Value Added,Students with Disabilities Value Added Gain Index,Letter Grade of Lowest 20% Value Added,Lowest 20% Value Added Gain Index,Letter Grade of High Mobility Value Added,High Mobility Value Added Gain Index,Letter Grade of Grad Rate Component,Letter Grade of 4Year Grad Rate 2016,4 Year Grad Rate 2016,Letter Grade of 5 Year Grad Rate 2015,5 Year Grad Rate 2015,Letter Grade of Prepared for Success Component,Percent of Prepared for Success Component,Attendance Rate 2016-2017,Attendance Rate 2015-2016,Attendance Rate 2014-2015,Chronic Absenteeism Percent 2016-2017,Watermark
046870,Fairfield Union Local,Fairfield,Region 11,6417 Cincinnati Zanesville Rd NE,"Lancaster, OH, 43130-9323",(740) 536-7384,Jon C. Belville,1919,D,F,Not Met,20.8,C,74.5,F,51.9,C,44.9,A,A,5.3,B,2.0,A,2.1,A,3.7,NR,NC,B,B,92.6,B,93.9,D,33.3,95.0,95.6,95.9,10.8,
046888,Liberty Union-Thurston Local,Fairfield,Region 11,1108 S Main St,"Baltimore, OH, 43105-9700",(740) 862-4171,Todd S. Osborn,1315,D,F,Not Met,16.7,C,72.8,D,60.1,C,44.1,C,C,-0.4,C,-0.2,C,0.6,C,0.5,NR,NC,A,A,95.1,A,98.3,D,38.2,95.0,95.5,95.3,9.6,
046896,Pickerington Local,Fairfield,Region 11,90 East St.,"Pickerington, OH, 43147-1061",(614) 833-2110,Chris M. Briggs,10002,C,F,Not Met,25.0,C,78.7,B,81.6,C,36.7,C,C,0.6,F,-3.6,C,0.8,A,2.8,NR,NC,A,A,98.1,A,97.1,C,49.4,95.2,95.3,95.4,9.3,
046904,Walnut Township Local,Fairfield,Region 11,11850 Lancaster St,"Millersport, OH, 43046",(740) 467-2802,Randall J. Cotner,530,D,F,Not Met,25.0,C,72.0,F,58.7,B,50.0,D,F,-3.2,D,-1.2,C,-0.7,A,2.0,NR,NC,B,B,92.7,B,94.4,D,25.6,94.0,94.7,96.0,14.7,
046920,Miami Trace Local,Fayette,Region 14,3818 State Route 41 NW,"Washington Court House, OH, 43160-9184",(740) 335-3010,David L. Lewis,2476,C,F,Not Met,16.7,C,76.0,C,73.7,C,40.6,B,A,4.2,A,2.9,C,-0.6,A,3.2,NR,NC,A,A,93.9,A,96.1,D,32.8,94.4,94.5,94.7,13.2,
046946,Canal Winchester Local,Franklin,Region 11,100 Washington St,"Canal Winchester, OH, 43110-1224",(614) 837-4533,James Sotlar,3629,C,F,Not Met,12.5,C,75.7,C,70.3,C,34.4,F,F,-11.1,F,-2.3,F,-3.2,F,-3.4,NR,NC,A,A,96.9,A,98.1,D,41.6,94.9,94.7,94.5,10.6,
046953,Hamilton Local,Franklin,Region 11,775 Rathmell Rd,"Columbus, OH, 43207-4737",(614) 491-8044,Mark M. Tyler,3117,C,F,Not Met,16.7,C,75.1,F,53.6,B,56.3,D,F,-3.1,C,-0.5,C,-0.4,B,1.2,NR,NC,A,A,95.4,A,98.4,F,23.8,94.5,95.1,95.9,13.0,
046961,Gahanna-Jefferson City,Franklin,Region 11,160 S Hamilton Rd,"Gahanna, OH, 43230-2919",(614) 471-7065,Stephen G. Barrett,7516,C,F,Not Met,33.3,C,79.8,D,68.7,C,29.2,A,A,12.0,A,7.1,B,1.4,A,3.5,NR,NC,A,A,93.5,B,94.4,D,44.6,95.6,95.7,95.6,6.8,
046979,Groveport Madison Local,Franklin,Region 11,4400 Marketing Pl Ste B,"Groveport, OH, 43125-2009",(614) 492-2520,Bruce A. Hoover,5676,D,F,Not Met,0.0,D,62.3,F,21.8,C,35.3,B,C,0.4,B,1.7,A,2.1,A,3.1,NR,NC,D,D,80.3,C,87.6,F,23.0,93.8,94.5,94.6,17.3,
046995,New Albany-Plain Local,Franklin,Region 11,55 N High St,"New Albany, OH, 43054-7099",(614) 855-2040,Michael L. Sawyers,4679,B,D,Met,62.5,B,85.6,B,89.1,NR,NC,A,A,10.7,A,8.5,A,4.7,A,5.2,NR,NC,A,A,97.4,A,98.4,B,83.9,95.1,95.3,95.4,9.1,
047001,Reynoldsburg City,Franklin,Region 11,7244 E Main St,"Reynoldsburg, OH, 43068-2014",(614) 501-1020,Melvin Brown,6771,D,F,Not Met,7.4,C,70.7,F,45.9,C,35.6,D,F,-8.6,F,-5.5,F,-5.4,C,0.3,NR,NC,A,B,92.4,A,96.3,D,32.0,95.0,95.2,93.0,11.6,
047019,Hilliard City,Franklin,Region 11,2140 Atlas St,"Columbus, OH, 43228-9647",(614) 921-7000,John C. Marschhausen,15631,D,F,Not Met,12.0,C,75.5,F,42.5,C,29.8,D,F,-20.4,F,-9.0,F,-3.8,B,1.8,NR,NC,A,A,95.3,A,96.5,C,57.3,95.7,95.6,96.0,8.1,
047027,Dublin City,Franklin,Region 11,7030 Coffman Rd,"Dublin, OH, 43017-1068",(614) 764-5913,Todd F. Hoadley,15146,C,D,Not Met,58.3,B,82.2,D,61.3,C,40.1,D,F,-18.7,F,-6.9,F,-9.2,C,0.2,NR,NC,A,A,97.5,A,97.6,B,84.6,95.3,95.7,96.3,8.8,
047043,Archbold-Area Local,Fulton,Region 1,600 Lafayette St,"Archbold, OH, 43502-1656",(419) 446-2728,Aaron M. Rex,1206,C,F,Not Met,41.7,B,81.3,D,67.3,A,80.0,B,A,4.7,B,1.3,C,-0.9,C,0.2,NR,NC,A,A,96.8,A,97.1,C,48.7,96.2,96.4,96.5,5.1,
047050,Evergreen Local,Fulton,Region 1,14544 County Road 6,"Metamora, OH, 43540-9741",(419) 644-3521,James A. Wyse,1184,C,D,Not Met,50.0,C,79.7,C,78.2,C,43.8,A,A,16.1,A,4.3,A,7.5,A,3.0,NR,NC,A,A,96.7,A,98.1,D,36.0,95.6,95.3,95.7,7.7,
047068,Fayette Local,Fulton,Region 1,400 E Gamble Rd,"Fayette, OH, 43521-9462",,Erik M. Belcher,429,D,F,Not Met,20.8,D,68.7,F,44.7,A,86.4,D,F,-5.4,C,0.4,C,0.2,C,-0.4,NR,NC,A,A,97.3,A,97.3,D,28.6,94.3,93.6,94.8,12.8,
047076,Pettisville Local,Fulton,Region 1,Box 53001,"Pettisville, OH, 43553-0001",(419) 446-2705,Stephen S. Switzer,508,C,D,Not Met,54.2,B,80.3,B,81.7,NR,NC,B,A,3.2,C,-0.1,NR,NC,A,2.4,NR,NC,A,A,97.6,A,100.0,C,55.5,96.4,96.4,96.6,5.0,
047084,Pike-Delta-York Local,Fulton,Region 1,504 Fernwood St,"Delta, OH, 43515-1204",(419) 822-3391,Ted M. Haselman,1260,C,F,Not Met,29.2,C,77.7,C,71.3,B,52.3,B,A,2.8,C,0.4,C,-0.2,C,0.7,NR,NC,B,C,88.9,B,94.4,D,37.1,95.1,94.7,95.8,9.9,
047092,Swanton Local,Fulton,Region 1,108 N Main St,"Swanton, OH, 43558-1032",(419) 826-7085,Christopher M. Lake,1214,C,F,Not Met,25.0,C,76.8,B,80.6,B,52.9,B,A,2.9,C,0.7,C,0.5,C,-0.4,NR,NC,C,C,88.6,D,81.0,D,28.1,94.4,94.8,94.3,12.3,
047167,Berkshire Local,Geauga,Region 4,PO Box 364,"Burton, OH, 44021-0364",(440) 834-3380,John R. Stoddard,1212,D,F,Not Met,12.5,C,74.6,D,67.4,F,-6.7,D,F,-8.1,F,-6.2,F,-3.3,B,1.0,NR,NC,B,B,89.4,B,94.8,D,35.2,94.9,95.8,95.3,10.3,
047175,Cardinal Local,Geauga,Region 4,PO Box 188,"Middlefield, OH, 44062-0188",(440) 632-0261,Scott J. Hunt,1012,D,F,Not Met,4.2,D,67.7,F,42.5,B,57.7,D,F,-3.2,C,0.3,C,0.7,C,1.0,NR,NC,B,A,94.3,B,90.6,D,37.8,94.6,95.2,95.1,12.1,
047183,Chardon Local,Geauga,Region 4,428 North St,"Chardon, OH, 44024-1036",(440) 285-4052,Michael P. Hanlon,2763,C,D,Not Met,54.2,B,84.1,D,65.0,B,61.0,B,A,7.8,A,6.8,C,-0.2,C,0.1,NR,NC,A,B,92.9,A,96.8,C,57.5,95.7,96.2,96.2,6.4,"Achievement, Progress and Gap Closing data may be incomplete due to local reporting error. Contact district for more information."
047191,Kenston Local,Geauga,Region 4,17419 Snyder Rd,"Chagrin Falls, OH, 44023-2730",(440) 543-9677,Nancy R. Santilli,2702,B,B,Not Met,87.5,B,82.3,D,63.6,B,63.0,D,F,-2.6,D,-1.2,C,-0.0,B,1.1,NR,NC,A,A,96.4,A,96.5,C,67.8,96.5,96.5,96.3,4.0,
047217,Newbury Local,Geauga,Region 4,14775 Auburn Rd,"Newbury, OH, 44065-9702",(440) 564-5501,Michelle R. Mrakovich,387,D,F,NC,18.2,C,74.0,F,35.8,NR,NC,D,F,-2.4,NR,NC,C,0.8,F,-2.3,NR,NC,C,C,87.8,B,90.2,D,32.8,94.7,94.6,94.4,11.4,
047225,West Geauga Local,Geauga,Region 4,8615 Cedar Rd,"Chesterland, OH, 44026-3519",(440) 729-5900,Richard A. Markwardt,1797,C,D,Not Met,62.5,B,84.6,C,76.7,B,62.7,A,A,21.7,A,11.1,A,4.1,A,2.2,NR,NC,A,A,93.1,A,96.2,C,59.8,95.0,95.4,95.1,11.4,
047241,Beavercreek City,Greene,Region 10,3040 Kemp Rd,"Beavercreek, OH, 45431-2644",(937) 426-1522,Paul M. Otten,7712,C,D,Met,58.3,B,82.7,C,76.3,B,53.9,A,A,7.0,A,6.3,B,1.3,A,2.0,NR,NC,A,A,96.3,A,97.6,C,60.9,94.7,95.1,95.0,12.5,
047258,Cedar Cliff Local,Greene,Region 10,248 N Main St,"Cedarville, OH, 45314-8541",(937) 766-6000,Chad D. Mason,572,C,F,Not Met,45.8,B,81.5,D,69.6,D,23.8,B,A,10.4,A,4.1,C,0.5,B,1.2,NR,NC,A,A,96.1,A,96.2,C,64.4,96.3,96.2,95.8,6.6,
047266,Greeneview Local,Greene,Region 10,4 S Charleston Rd,"Jamestown, OH, 45335-1557",(937) 675-2728,Isaac W. Seevers,1247,D,F,Not Met,16.7,C,73.4,C,79.4,C,43.8,D,F,-8.9,D,-1.2,F,-4.2,F,-3.5,NR,NC,A,A,93.2,B,94.6,D,39.2,94.4,94.9,95.1,12.1,
047274,Bellbrook-Sugarcreek Local,Greene,Region 10,3757 Upper Bellbrook Rd,"Bellbrook, OH, 45305-8750",(937) 848-5001,Keith A. St.Pierre,2535,B,B,Not Met,83.3,B,85.5,B,86.2,C,48.2,B,A,8.2,A,11.4,C,0.1,A,2.4,NR,NC,A,A,97.7,A,99.5,B,77.3,96.3,96.5,96.4,5.2,
047308,Rolling Hills Local,Guernsey,Region 12,PO Box 38,"Byesville, OH, 43723-0038",(740) 432-5370,Ryan D. Caldwell,1582,D,F,Not Met,8.3,D,69.9,F,50.5,B,51.0,C,D,-1.8,B,1.5,C,0.9,B,1.8,NR,NC,B,B,91.7,B,90.9,F,21.6,93.6,94.3,94.1,17.5,
047332,Finneytown Local,Hamilton,Region 13,8916 Fontainebleau Ter,"Cincinnati, OH, 45231-4806",(513) 728-3700,Theresa M. Noe,1394,D,F,Not Met,4.2,D,65.9,F,36.6,B,63.6,F,F,-16.3,F,-3.1,F,-7.7,F,-6.5,NR,NC,C,B,90.4,C,86.8,D,40.9,96.1,96.0,96.5,8.0,
047340,Forest Hills Local,Hamilton,Region 13,7946 Beechmont Ave,"Cincinnati, OH, 45255-4307",(513) 231-3600,Scot T. Prebles,7068,B,C,Not Met,76.0,B,84.0,D,69.4,NR,NC,A,A,13.6,A,10.4,A,2.8,A,2.2,NR,NC,A,A,94.9,A,96.1,B,73.6,96.4,96.8,96.6,4.4,
047365,Northwest Local,Hamilton,Region 13,3240 Banning Rd,"Cincinnati, OH, 45239-5207",(513) 923-1000,Todd D. Bowling,8115,D,F,Not Met,0.0,D,66.8,F,51.2,C,27.4,A,A,4.9,A,3.9,A,2.5,A,4.2,NR,NC,B,B,91.5,C,88.9,D,36.8,93.8,94.0,93.9,16.5,
047373,Oak Hills Local,Hamilton,Region 13,6325 Rapid Run Rd,"Cincinnati, OH, 45233-4555",(513) 574-3200,Jeffrey T. Brandt,7407,C,D,Not Met,50.0,B,80.6,B,83.0,NR,NC,A,A,11.7,A,6.1,A,2.8,A,3.8,NR,NC,A,A,94.6,B,94.9,C,47.3,94.9,95.2,94.8,11.0,
047381,Southwest Local,Hamilton,Region 13,230 S Elm St,"Harrison, OH, 45030-1444",(513) 367-4139,John C. Hamstra,3458,C,F,Not Met,29.2,C,78.4,C,76.1,B,55.1,A,A,27.7,A,9.4,A,6.6,A,10.8,NR,NC,B,A,95.7,B,91.0,D,40.9,94.5,95.1,95.0,12.7,
047399,Three Rivers Local,Hamilton,Region 13,401 N Miami Ave,"Cleves, OH, 45002-1024",(513) 941-6400,Craig D. Hockenberry,2022,C,F,Not Met,12.5,C,75.0,F,58.2,B,53.7,B,A,6.4,A,6.3,B,1.3,C,-0.8,NR,NC,A,A,98.0,A,98.4,D,44.9,94.6,95.0,94.9,13.8,
047415,Arcadia Local,Hancock,Region 1,19033 State Route 12,"Arcadia, OH, 44804-9714",(419) 894-6431,Bruce A. Kidder,551,C,F,Not Met,41.7,C,79.1,A,100.0,C,42.1,D,F,-3.2,D,-1.1,D,-1.8,NR,NC,NR,NC,A,A,98.1,A,100.0,C,55.8,95.7,96.2,96.3,4.7,
047423,Arlington Local,Hancock,Region 1,336 S Main St,"Arlington, OH, 45814-6700",(419) 365-5121,Kevin S. Haught,568,C,F,Not Met,41.7,C,77.3,D,67.7,C,42.9,A,A,8.2,A,3.2,A,2.4,B,1.1,NR,NC,A,A,100.0,B,92.5,C,56.0,95.8,95.7,96.0,3.9,
047431,Cory-Rawson Local,Hancock,Region 1,3930 County Road 26,"Rawson, OH, 45881-9609",(419) 963-3415,Robert A. Hlasko,530,D,F,Not Met,16.7,C,70.3,F,40.8,C,46.4,D,F,-4.4,C,-0.7,D,-1.8,F,-3.2,NR,NC,B,B,91.3,A,97.1,D,37.4,95.7,95.9,95.9,6.3,
047449,Liberty-Benton Local,Hancock,Region 1,9190 County Road 9,"Findlay, OH, 45840-8811",(419) 422-8526,Ronald Kowalski,1335,C,D,Not Met,50.0,B,80.0,C,76.1,B,52.7,D,D,-1.8,C,-0.3,D,-1.9,F,-2.7,NR,NC,A,A,100.0,A,95.9,C,64.0,96.4,96.5,96.3,3.8,
047456,McComb Local,Hancock,Region 1,328 S Todd St,"McComb, OH, 45858-0877",(419) 293-3979,Anthony D. Fenstermaker,669,D,F,Not Met,16.7,C,72.2,D,60.2,C,48.1,D,F,-6.6,NR,NC,D,-1.9,C,-0.5,NR,NC,B,B,91.8,B,93.6,D,38.3,95.6,96.2,96.1,7.2,
047464,Van Buren Local,Hancock,Region 1,217 S Main St,"Van Buren, OH, 45889-9720",(419) 299-3578,Timothy L. Myers,1040,B,D,Not Met,66.7,B,83.2,B,80.8,A,80.0,D,F,-3.8,F,-2.2,F,-3.7,C,-0.5,NR,NC,A,A,98.6,A,100.0,C,53.8,96.7,96.3,96.7,2.3,
047472,Vanlue Local,Hancock,Region 1,PO Box 250,"Vanlue, OH, 45890-0250",(419) 387-7724,Traci L. Conley,204,D,F,NC,8.7,D,67.1,F,6.9,D,6.7,D,F,-3.5,NR,NC,NR,NC,C,-0.9,NR,NC,A,A,100.0,A,95.7,C,66.3,96.1,96.5,96.5,7.5,
047498,Hardin Northern Local,Hardin,Region 6,11589 State Route 81,"Dola, OH, 45835-9706",(419) 759-2331,Jeffrey S. Price,420,D,F,Not Met,26.9,C,72.6,C,73.3,B,56.5,D,F,-2.7,C,-0.8,NR,NC,D,-1.7,NR,NC,A,A,100.0,A,96.7,D,32.5,95.1,95.7,95.5,9.1,
047506,Ridgemont Local,Hardin,Region 6,560 Taylor St W,"Mount Victory, OH, 43340-8802",(937) 354-2441,Ellen S. Darmer,485,D,F,Not Met,8.3,D,65.5,F,41.3,B,50.0,D,F,-10.3,C,0.1,C,0.6,D,-1.8,NR,NC,B,B,91.4,C,87.9,D,27.4,93.9,94.0,94.8,14.7,
047514,Riverdale Local,Hancock,Region 6,20613 State Route 37,"Mt Blanchard, OH, 45867-9783",(419) 694-4994,Jeffrey Young,963,D,F,Not Met,12.5,C,73.7,F,49.3,B,61.6,F,F,-8.9,F,-3.0,F,-3.8,F,-2.3,NR,NC,B,B,92.2,C,89.3,D,43.2,95.5,95.8,95.6,9.0,
047522,Upper Scioto Valley Local,Hardin,Region 6,PO Box 305,"Mc Guffey, OH, 45859-0305",(419) 757-3231,Miklos J. Kis,440,D,F,Not Met,4.2,D,65.6,F,53.0,C,42.9,D,F,-4.8,C,-0.3,C,0.7,D,-1.4,NR,NC,C,B,89.6,C,88.0,D,28.5,94.0,93.7,93.5,15.1,
047548,Conotton Valley Union Local,Harrison,Region 12,PO Box 187,"Sherrodsville, OH, 44675-0187",(740) 269-2000,Jerry T. Herman,403,D,F,NC,0.0,D,60.1,F,38.7,C,48.0,D,F,-6.0,NR,NC,F,-5.4,C,-0.8,NR,NC,B,C,88.9,A,100.0,F,24.9,95.7,93.2,94.2,5.0,
047571,Holgate Local,Henry,Region 1,801 Joe E Brown Ave,"Holgate, OH, 43527-9802",(419) 264-5141,Kelly J. Meyers,428,C,F,Not Met,37.5,C,79.1,D,69.8,B,57.1,B,B,1.7,NR,NC,C,0.2,NR,NC,NR,NC,A,A,97.0,B,93.9,D,32.9,96.6,96.2,96.0,4.2,
047589,Liberty Center Local,Henry,Region 1,PO Box 434,"Liberty Center, OH, 43532-0434",(419) 533-5011,Tod A. Hug,1043,C,F,Not Met,41.7,C,78.3,F,51.7,C,32.8,D,F,-2.5,C,-0.6,D,-1.3,C,-0.8,NR,NC,B,B,92.9,B,91.4,C,47.6,95.5,95.8,95.3,8.3,
047597,Patrick Henry Local,Henry,Region 1,6900 State Route 18,"Hamler, OH, 43524-9781",(419) 274-3015,Thomas L. Taylor,803,C,F,Not Met,37.5,C,77.9,D,64.3,C,42.9,A,A,9.1,A,2.3,B,1.4,B,1.4,NR,NC,A,A,97.0,A,97.3,D,43.6,95.9,95.7,95.7,5.8,
047613,Bright Local,Highland,Region 14,PO Box 299,"Mowrystown, OH, 45155-9998",(937) 442-3114,Ted C. Downing,671,D,F,Not Met,8.0,D,69.2,F,58.6,C,31.5,A,A,3.3,NR,NC,B,1.5,A,4.3,NR,NC,B,C,86.9,B,92.9,F,19.9,94.5,94.7,94.8,12.0,
047621,Fairfield Local,Highland,Region 14,11611 State Route 771,"Leesburg, OH, 45135-8601",(937) 780-2221,William L. Garrett,907,C,F,Not Met,33.3,C,76.8,B,82.1,B,56.3,B,C,0.4,C,0.3,B,1.6,B,1.2,NR,NC,A,A,93.0,A,95.2,F,22.3,95.3,95.4,95.8,9.4,
047639,Lynchburg-Clay Local,Highland,Region 14,PO Box 515,"Lynchburg, OH, 45142-0515",(937) 364-2338,Brett Justice,1181,C,F,Not Met,33.3,C,75.6,F,57.2,B,51.3,D,F,-3.6,C,0.2,F,-7.2,C,-0.9,NR,NC,C,C,86.7,B,91.4,D,29.6,95.0,95.4,94.8,11.0,
047688,East Holmes Local,Holmes,Region 12,6108 County Road 77,"Millersburg, OH, 44654-9136",(330) 893-2610,Erik H. Beun,1612,C,D,Not Met,54.2,B,82.5,B,88.4,C,40.0,B,A,9.5,A,5.9,C,0.7,B,1.4,NR,NC,B,B,89.3,A,97.0,C,48.7,96.0,96.0,96.2,5.1,
047696,West Holmes Local,Holmes,Region 9,28 W Jackson St,"Millersburg, OH, 44654-1302",(330) 674-3546,William W. Sterling,2199,D,F,Not Met,16.7,C,74.7,F,55.3,C,31.3,B,A,2.9,A,3.1,F,-4.2,C,-0.7,NR,NC,B,B,92.6,B,92.2,D,26.0,95.9,96.1,95.9,6.6,
047712,Monroeville Local,Huron,Region 2,101 West St,"Monroeville, OH, 44847-9797",(419) 465-2610,Gaylord R. Moore,618,D,F,Not Met,4.2,D,64.0,F,45.0,D,5.3,B,A,2.8,A,2.3,F,-2.1,A,2.7,NR,NC,A,B,92.7,A,96.6,D,36.2,95.4,95.6,95.8,8.9,
047720,New London Local,Huron,Region 2,2 Wildcat Dr,"New London, OH, 44851-9262",(419) 929-8433,Bradley A. Romano,927,D,F,Not Met,8.3,D,67.2,F,42.0,C,30.9,D,F,-6.0,F,-2.1,F,-4.2,D,-1.4,NR,NC,A,A,94.2,B,94.8,D,35.2,95.0,94.5,94.6,11.1,
047738,South Central Local,Huron,Region 2,3305 Greenwich Angling Rd,"Greenwich, OH, 44837-9443",(419) 752-3815,Benjamin H. Chaffee Jr,767,D,F,Not Met,16.7,C,73.1,C,71.6,D,8.8,B,A,6.3,NR,NC,C,-0.6,C,0.2,NR,NC,A,A,98.4,A,96.6,D,29.4,95.1,95.5,95.5,8.9,
047746,Western Reserve Local,Huron,Region 2,3765 US Rt 20,"Collins, OH, 44826",(419) 660-8508,Rodge F. Wilson,1057,D,F,Not Met,16.7,C,71.9,F,56.9,B,54.5,A,A,6.0,B,1.5,A,2.4,A,3.5,NR,NC,A,A,95.1,B,94.7,D,31.7,95.2,95.3,95.2,8.7,
047761,Oak Hill Union Local,Jackson,Region 16,205 Western Ave,"Oak Hill, OH, 45656-1068",(740) 682-7595,Michael A. McCoy,1186,D,F,Not Met,8.3,C,73.1,C,72.0,C,31.7,B,A,5.1,A,4.0,C,-0.9,B,1.1,NR,NC,B,A,94.1,B,93.5,D,32.6,94.7,94.3,94.1,10.7,
047787,Buckeye Local,Jefferson,Region 12,6899 State Highway 150,"Dillonvale, OH, 43917-7904",(740) 769-7395,Kimberly D. Leonard,1762,D,F,Not Met,12.5,C,70.8,F,49.5,C,34.0,D,F,-9.2,D,-2.0,F,-4.3,D,-1.4,NR,NC,B,B,89.6,B,94.1,D,28.1,92.9,93.4,93.5,21.9,
047795,Edison Local,Jefferson,Region 12,14890 State Route 213,"Hammondsville, OH, 43930-7902",(330) 532-3199,George W. Beattie,1514,D,F,Not Met,12.5,D,69.5,F,35.8,C,32.7,D,F,-3.9,B,1.2,F,-3.8,F,-3.0,NR,NC,B,B,92.6,A,96.0,D,29.0,94.5,94.9,94.6,15.0,
047803,Indian Creek Local,Jefferson,Region 12,587 Bantam Ridge Rd,"Wintersville, OH, 43953-4231",(740) 264-3502,Thomas C. Chappelear,2158,D,F,Not Met,0.0,D,67.6,F,36.4,C,38.8,D,F,-4.3,A,2.3,F,-7.6,F,-2.9,NR,NC,C,D,82.7,C,88.3,F,21.7,92.2,92.9,92.5,26.9,
047829,Centerburg Local,Knox,Region 7,119 S Preston St,"Centerburg, OH, 43011-7058",(740) 625-6346,Michael Hebenthal,1071,C,F,Not Met,33.3,C,75.7,D,60.7,B,54.7,B,A,2.4,C,0.1,B,1.8,B,2.0,NR,NC,A,A,94.4,B,94.4,D,36.9,94.7,95.0,94.8,11.9,
047837,Danville Local,Knox,Region 7,PO Box 30,"Danville, OH, 43014-0030",(740) 599-6116,Jason T. Snively,623,D,F,Not Met,4.2,D,66.3,F,53.4,C,34.4,F,F,-10.0,NR,NC,F,-4.6,F,-4.2,NR,NC,B,B,91.1,B,90.5,D,42.9,95.2,95.0,94.8,8.5,
047845,East Knox Local,Knox,Region 7,23201 Coshocton Rd,"Howard, OH, 43028-9362",(740) 599-7493,Stephen M. Larcomb,884,D,F,Not Met,12.5,D,68.6,F,18.5,C,43.8,D,F,-15.8,D,-1.8,F,-5.6,F,-3.0,NR,NC,C,C,84.9,B,92.2,D,32.9,94.2,93.9,93.9,12.7,
047852,Fredericktown Local,Knox,Region 7,117 Columbus Rd,"Fredericktown, OH, 43019-1272",(740) 694-2956,Matthew W. Chrispin,1222,C,F,Not Met,37.5,C,78.2,C,76.7,C,29.9,B,A,4.8,C,0.9,B,1.7,A,4.1,NR,NC,A,A,95.1,A,96.2,D,28.6,94.8,95.1,94.6,12.6,
047878,Kirtland Local,Lake,Region 4,9252 Chillicothe Rd,"Kirtland, OH, 44094-9298",(440) 256-3360,William R. Wade,1170,C,D,Not Met,58.3,B,83.0,C,79.8,NR,NC,D,F,-2.3,C,-0.2,C,-0.7,B,1.9,NR,NC,A,A,97.8,A,99.0,C,69.3,96.1,96.5,96.0,4.6,
047886,Madison Local,Lake,Region 4,1956 Red Bird Rd,"Madison, OH, 44057-2122",(440) 428-2166,Angela M. Smith,3038,D,F,Not Met,12.0,C,73.3,F,49.2,C,42.9,C,C,0.8,B,1.2,F,-2.6,C,0.1,NR,NC,B,B,89.1,B,94.1,D,33.6,94.5,95.0,95.0,11.8,
047894,Riverside Local,Lake,Region 4,585 Riverside Dr,"Painesville, OH, 44077-5323",(440) 352-0668,James P. Kalis,4044,C,F,Not Met,25.0,C,75.6,F,42.8,C,26.3,D,F,-4.5,C,0.5,C,-0.6,C,0.1,NR,NC,B,C,88.7,B,94.5,D,37.5,95.7,96.0,95.7,8.1,
047902,Perry Local,Lake,Region 4,4325 Manchester Ave,"Perry, OH, 44081-9413",(440) 259-9200,Jack K. Thompson,1721,C,F,Not Met,25.0,C,76.8,D,69.5,NR,NC,A,A,9.8,A,3.4,A,3.7,A,4.5,NR,NC,A,B,92.8,A,97.0,C,58.2,95.3,95.3,95.6,7.8,
047928,Dawson-Bryant Local,Lawrence,Region 15,222 Lane St,"Coal Grove, OH, 45638-2947",(740) 532-6451,Stephen L. Easterling,1079,C,F,Not Met,33.3,C,78.9,B,81.9,B,64.4,B,A,11.8,NR,NC,A,3.5,D,-1.3,NR,NC,A,A,95.6,B,92.6,D,27.6,94.8,94.7,94.5,11.6,
047936,Fairland Local,Lawrence,Region 15,228 Private Drive 10010,"Proctorville, OH, 45669-8600",(740) 886-3100,Roni D. Hayes,1588,C,F,Not Met,41.7,B,80.8,C,72.7,NR,NC,D,F,-5.1,F,-2.4,D,-1.6,C,0.9,NR,NC,A,A,93.4,A,96.6,D,43.1,95.9,95.7,95.8,6.6,
047944,Rock Hill Local,Lawrence,Region 15,2325A Co. Rd. 26,"Ironton, OH, 45638-8385",(740) 532-7030,Wesley L. Hairston,1362,D,F,Not Met,12.0,C,70.5,F,49.4,C,29.1,F,F,-16.7,F,-2.1,F,-8.7,F,-6.4,NR,NC,A,A,95.8,A,95.1,D,26.1,93.9,93.8,94.0,17.0,
047951,South Point Local,Lawrence,Region 15,302 High St,"South Point, OH, 45680",(740) 377-4315,Mark A. Christian,1528,D,F,Not Met,4.2,D,68.4,F,57.7,C,30.3,F,F,-10.4,F,-2.1,F,-6.2,F,-2.4,NR,NC,B,B,91.2,A,96.7,F,24.9,94.5,95.1,95.2,13.0,
047969,Symmes Valley Local,Lawrence,Region 15,14778 State Route 141,"Willow Wood, OH, 45696-9015",(740) 643-2451,Darrell A. Humphreys,729,D,F,Not Met,0.0,C,70.4,F,55.2,NR,NC,B,B,1.3,C,0.2,B,1.1,C,0.5,NR,NC,A,A,95.6,A,97.1,D,26.7,95.2,94.6,94.6,7.5,
047985,Johnstown-Monroe Local,Licking,Region 11,441 S Main St,"Johnstown, OH, 43031-1297",(740) 967-6846,Dale L. Dickson,1504,C,F,Not Met,37.5,C,79.0,C,70.4,C,37.0,A,A,3.2,B,1.7,B,1.7,B,1.9,NR,NC,B,A,93.1,B,91.2,D,39.3,94.8,94.6,95.0,10.1,
